10Mバイトのデータを100000ビット／秒の回線を使って転送するとき，転送時間は何秒か。ここで，回線の伝送効率を50%とし，1Mバイト=106バイトとする。,4,200,400,800,1600,平成24年春期 午前問34
60分の音声信号(モノラル)を，標本化周波数44.1kHz，量子化ビット数16ビットのPCM方式でディジタル化した場合，データ量はおよそ何Mバイトか。ここで，データの圧縮は行わないものとする。,3,80,160,320,640,平成24年春期 午前問26
次の条件で四つのジョブがCPU処理及び印刷を行う場合に，最初のCPU処理を開始してから最後の印刷が終了するまでの時間は何分か。     〔条件〕     (1):多重度1で実行される。     (2):各ジョブのCPU処理時間は20分である。     (3):各ジョブはCPU処理終了時に400Mバイトの印刷データをスプーリングする。スプーリング終了後にOSの印刷機能が働き，プリンタで印刷される。     (4):プリンタは1台であり，印刷速度は100Mバイト当たり10分である。     (5):CPU処理と印刷機能は同時に動作可能で，互いに影響を及ぼさない。     (6):スプーリングに要する時間など，条件に記述されていない時間は無視できる。,3,120,160,180,240,平成24年春期 午前問20
次の10進小数のうち，8進数に変換したときに有限小数になるものはどれか。,3,0.3,0.4,0.5,0.8,平成24年春期 午前問1
ある新規システムの開発規模を見積もったところ，500ファンクションポイント(FP)であった。このシステムを構築するプロジェクトには，開発工数の他にシステムの導入や開発者教育の工数が10人月必要である。また，プロジェクト管理に，開発と導入・教育を合わせた工数の10%を要する。このプロジェクトに要する全工数は何人月か。ここで，開発の生産性は1人月当たり10FPとする。,4,51,60,65,66,平成24年秋期 午前問53
ファイルの属性情報として，読取り，書込み，実行の権限を独立に設定できるOSがある。この3種類の権限は，それぞれに1ビットを使って許可，不許可を設定する。この3ビットを8進数表現0～7の数字で設定するとき，次の試行結果から考えて，適切なものはどれか。     〔試行結果〕     ①0を設定したら，読取り，書込み，実行ができなくなってしまった。     ②3を設定したら，読取りと書込みはできたが，実行ができなかった。     ③7を設定したら，読取り，書込み，実行ができるようになった。,2,2を設定すると，読取りと実行ができる。,4を設定すると，実行だけができる。,5を設定すると，書込みだけができる。,6を設定すると，読取りと書込みができる。,平成24年秋期 午前問42
2台のPCにIPv4アドレスを割り振りたい。サブネットマスクが255.255.255.240のとき，両PCのIPv4アドレスが同一ネットワークに所属する組合せはどれか。,2,192.168.1.14と192.168.1.17,192.168.1.17と192.168.1.29,192.168.1.29と192.168.1.33,192.168.1.33と192.168.1.49,平成24年秋期 午前問36
通信速度64000ビット／秒の専用線で接続された端末間で，平均1000バイトのファイルを，2秒ごとに転送するときの回線利用率(％)はどれか。ここで，ファイル転送に伴い，転送量の20％の制御情報が付加されるものとする。,3,0.9,6.3,7.5,30.0,平成24年秋期 午前問32
ページング方式の仮想記憶において，ページ置換えアルゴリズムにLRU方式を採用する。主記憶に割り当てられるページ枠が4のとき，ページ1，2，3，4，5，2，1，3，2，6の順にアクセスすると，ページ6をアクセスする時点で置き換えられるページはどれか。ここで，初期状態では主記憶にどのページも存在しないものとする。,4,1,2,4,5,平成24年秋期 午前問19
96dpiのディスプレイに12ポイントの文字をビットマップで表示したい。正方フォントの縦は何ドットになるか。ここで，1ポイントは1／72インチとする。,4,8,9,12,16,平成24年秋期 午前問12
主記憶のアクセス時間が60ナノ秒，キャッシュメモリのアクセス時間が10ナノ秒であるシステムがある。キャッシュメモリを介して主記憶にアクセスする場合の実効アクセス時間が15ナノ秒であるとき，キャッシュメモリのヒット率は幾らか。,4,0.1,0.17,0.83,0.9,平成24年秋期 午前問10
四つのデータA，B，C，Dがこの順に入っているキューと空のスタックがある。手続pop_enq，deq_pushを使ってキューの中のデータをD，C，B，Aの順に並べ替えるとき，deq_pushの実行回数は最小で何回か。ここで，pop_enqはスタックから取り出したデータをキューに入れる操作であり，deq_pushはキューから取り出したデータをスタックに入れる操作である。,2,2,3,4,5,平成24年秋期 午前問5
英字の大文字(A～Z)と数字(0～9)を同一のビット数で一意にコード化するには，少なくとも何ビットが必要か。,2,5,6,7,8,平成24年秋期 午前問4
8ビットの2進数11010000を右に2ビット算術シフトしたものを，00010100から減じた値はどれか。ここで，負の数は2の補数表現によるものとする。,3,00001000,00011111,00100000,11100000,平成24年秋期 午前問1
本社と工場との間を専用線で接続してデータを伝送するシステムがある。このシステムでは2000バイト／件の伝票データを2件ずつまとめ，それに400バイトのヘッダ情報を付加して送っている。伝票データは，1時間に平均100000件発生している。回線速度を1Mビット／秒としたとき，回線利用率はおよそ何%か。,3,6.1,44,49,53,平成25年春期 午前問32
IPv4アドレス表記として，正しくないものはどれか。,2,10.0.0.0,10.10.10.256,192.168.0.1,224.0.1.1,平成25年春期 午前問31
MTBFが45時間でMTTRが5時間の装置がある。この装置を二つ直列に接続したシステムの稼働率は幾らか。,1,0.81,0.90,0.95,0.99,平成25年春期 午前問15
50MIPSのプロセッサの平均命令実行時間は幾らか。,1,20ナノ秒,50ナノ秒,2マイクロ秒,5マイクロ秒,平成25年春期 午前問9
アナログ音声をPCM符号化したとき，1秒当たりのデータ量は64000ビットであった。量子化ビット数を8ビットとするとき，サンプリング間隔は何マイクロ秒か。,3,0.125,8,125,512,平成25年春期 午前問3
1秒間に一定間隔で16個のパルスを送ることができる通信路を使って，0～9，A～Fの16種類の文字を送るとき，1秒間に最大何文字を送ることができるか。ここで，1ビットは1個のパルスで表し，圧縮は行わないものとする。,3,1,2,4,8,平成25年春期 午前問2
64kビット／秒の回線を用いて10^6バイトのファイルを送信するとき，伝送におよそ何秒掛かるか。ここで，回線の伝送効率は80%とする。,4,19.6,100,125,156,平成25年秋期 午前問33
定格出力電力500Wで効率80%の電源ユニットがある。この電源ユニットから500Wの出力電力を得るのに最低限必要な入力電力の大きさは何Wか。,3,100,400,625,900,平成25年秋期 午前問24
分解能が8ビットのD/A変換器に，ディジタル値0を入力したときの出力電圧が0Vとなり，ディジタル値128を入力したときの出力電圧が2.5Vとなるとき，最下位の1ビットの変化によるこのD/A変換器の出力電圧の変化は何Vか。,1,2.5／128,2.5／255,2.5／256,2.5／512,平成25年秋期 午前問22
MTBFが21万時間の磁気ディスク装置がある。この装置100台から成る磁気ディスクシステムを1週間に140時間運転したとすると，平均何週間に1回の割合で故障を起こすか。ここで，磁気ディスクシステムは，信頼性を上げるための冗長構成は採っていないものとする。,2,13,15,105,300,平成25年秋期 午前問14
1文字が，縦48ドット，横32ドットで表される2値ビットマップのフォントがある。文字データが8192種類あるとき，文字データ全体を保存するために必要な領域は何バイトか。ここで，1Mバイト＝1024kバイト，1kバイト＝1024バイトとし，文字データは圧縮しないものとする。,2,192k,1.5M,12M,96M,平成25年秋期 午前問11
1件のトランザクションについて80万ステップの命令実行を必要とするシステムがある。プロセッサの性能が200MIPSで，プロセッサの使用率が80%のときのトランザクションの処理能力(件／秒)は幾らか。,2,20,200,250,313,平成25年秋期 午前問9
PCM伝送方式によって音声をサンプリング(標本化)して8ビットのディジタルデータに変換し、圧縮処理をしないで転送したところ、転送速度は64000ビット／秒であった。このときサンプリング間隔は何マイクロ秒か。,3,15.6,46.8,125,128,平成25年秋期 午前問4
32ビットのレジスタに16進数ABCDが入っているとき，2ビットだけ右に論理シフトしたときの値はどれか。,1,2AF3,6AF3,AF34,EAF3,平成25年秋期 午前問2
ある製品の設定価格と需要の関係が1次式で表せるとき，aに入る適切な数値はどれか。     (1):設定価格を3000円にすると，需要は0個になる。     (2):設定価格を1000円にすると，需要は60000個になる。     (3):設定価格を1500円にすると，需要は "a" 個になる。,4,30000,35000,40000,45000,平成26年春期 午前問69
次の条件でITサービスを提供している。SLAを満たすための，1か月のサービス時間帯中の停止時間は最大何時間か。ここで，1か月の営業日は30日とし、サービス時間帯中は保守などのサービス計画停止は行わないものとする。     〔SLAの条件〕     ・サービス時間帯は，営業日の午前8時から午後10時までとする。     ・可用性を99.5%以上とする。,2,0.3,2.1,3.0,3.6,平成26年春期 午前問57
ある新規システムの開発規模を見積もったところ，500FP(ファンクションポイント)であった。このシステムを構築するプロジェクトには，開発工数の他にシステムの導入や開発者教育の工数が10人月必要である。また，プロジェクト管理に，開発と導入・教育を合わせた工数の10%を要する。このプロジェクトに要する全工数は何人月か。ここで，開発の生産性は1人月当たり10FPとする。,4,51,60,65,66,平成26年春期 午前問54
IPv4で192.168.30.32/28のネットワークに接続可能なホストの最大数はどれか。,1,14,16,28,30,平成26年春期 午前問35
主記憶のアクセス時間60ナノ秒，キャッシュメモリのアクセス時間10ナノ秒のシステムがある。キャッシュメモリを介して主記憶にアクセスする場合の実効アクセス時間が15ナノ秒であるとき，キャッシュメモリのヒット率は幾らか。,4,0.1,0.17,0.83,0.9,平成26年春期 午前問10
最上位をパリティビットとする8ビット符号において，パリティビット以外の下位7ビットを得るためのビット演算はどれか。,3,16進数0FとのANDをとる。,16進数0FとのORをとる。,16進数7FとのANDをとる。,16進数FFとのXOR(排他的論理和)をとる。,平成26年春期 午前問2
次の10進小数のうち，2進数で表すと無限小数になるものはどれか。,1,0.05,0.125,0.375,0.5,平成26年春期 午前問1
次のネットワークアドレスとサブネットマスクをもつネットワークがある。このネットワークを利用する場合，PCに割り振ってはいけないIPアドレスはどれか。     ネットワークアドレス: 200.170.70.16     サブネットマスク　　: 255.255.255.240,4,200.170.70.17,200.170.70.20,200.170.70.30,200.170.70.31,平成26年秋期 午前問34
符号化速度が192kビット／秒の音声データ2.4Mバイトを，通信速度が128kビット／秒のネットワークを用いてダウンロードしながら途切れることなく再生するためには，再生開始前のデータのバッファリング時間として最低何秒間が必要か。,1,50,100,150,250,平成26年秋期 午前問31
800×600ピクセル，24ビットフルカラーで30フレーム／秒の動画像の配信に最小限必要な帯域幅はおよそ幾らか。ここで，通信時にデータ圧縮は行わないものとする。,4,350kビット／秒,3.5Mビット／秒,35Mビット／秒,350Mビット／秒,平成26年秋期 午前問25
東京～大阪 及び 東京～名古屋 がそれぞれ独立した通信回線で接続されている。東京～大阪 の稼働率は 0.9，東京～名古屋 の稼働率は 0.8 である。東京～大阪 の稼働率を 0.95 以上に改善するために，大阪～名古屋 にバックアップ回線を新設することを計画している。新設される回線の稼働率は最低限幾ら必要か。,4,0.167,0.205,0.559,0.625,平成26年秋期 午前問14
1GHzのクロックで動作するCPUがある。このCPUは，機械語の1命令を平均0.8クロックで実行できることが分かっている。このCPUは1秒間に平均何万命令を実行できるか。,4,125,250,80000,125000,平成26年秋期 午前問9
32ビットで表現できるビットパターンの個数は，24ビットで表現できる個数の何倍か。,4,8,16,128,256,平成26年秋期 午前問3
0000～4999のアドレスをもつハッシュ表があり，レコードのキー値からアドレスに変換するアルゴリズムとして基数変換法を用いる。キー値が55550のときのアドレスはどれか。ここで，基数変換法とは，キー値を11進数とみなし，10進数に変換した後，下4桁に対して0.5を乗じた結果(小数点以下は切捨て)をレコードのアドレスとする。,1,0260,2525,2775,4405,平成26年秋期 午前問2
10進数の分数1／32を16進数の小数で表したものはどれか。,4,0.01,0.02,0.05,0.08,平成26年秋期 午前問1
ファイルの属性情報として，ファイルに対する読取り，書込み，実行の権限を独立に設定できるOSがある。この3種類の権限は，それぞれに1ビットを使って許可，不許可を設定する。この3ビットを8進数表現0～7の数字で設定するとき，次の試行結果から考えて，適切なものはどれか。     〔試行結果〕     ①0を設定したら，読取り，書込み，実行ができなくなってしまった。     ②3を設定したら，読取りと書込みはできたが，実行ができなかった。     ③7を設定したら，読取り，書込み，実行ができるようになった。,2,2を設定すると，読取りと実行ができる。,4を設定すると，実行だけができる。,5を設定すると，書込みだけができる。,6を設定すると，読取りと書込みができる。,平成27年春期 午前問44
IPv4のグローバルIPアドレスはどれか。,1,118.151.146.138,127.158.32.134,172.22.151.43,192.168.38.158,平成27年春期 午前問36
IPv6のIPアドレスは何ビットか。,3,32,64,128,256,平成27年春期 午前問34
10Mバイトのデータを100000ビット／秒の回線を使って転送するとき，転送時間は何秒か。ここで，回線の伝送効率を50%とし，1Mバイト＝10^6バイトとする。,4,200,400,800,1600,平成27年春期 午前問31
出力待ちの印刷要求を，同一機種の3台のプリンタA～CのうちAから順に空いているプリンタに割り当てる(Cの次は再びAに戻る)システムがある。印刷要求の印刷時間が出力待ちの順に，5，12，4，3，10，4(分)である場合，印刷に要した時間が長い順にプリンタを並べたものはどれか。ここで，初期状態ではプリンタはすべて空いているものとする。,1,A，B，C,B，A，C,B，C，A,C，B，A,平成27年春期 午前問21
ページング方式の仮想記憶において，ページ置換えアルゴリズムにLRU方式を採用する。主記憶に割り当てられるページ枠が4のとき，ページ1，2，3，4，5，2，1，3，2，6の順にアクセスすると，ページ6をアクセスする時点で置き換えられるページはどれか。ここで，初期状態では主記憶にどのページも存在しないものとする。,4,1,2,4,5,平成27年春期 午前問20
稼働率が最も高いシステム構成はどれか。ここで，並列に接続したシステムは，少なくともそのうちのどれか一つが稼働していればよいものとする。,2,稼働率70％の同一システムを四つ並列に接続,稼働率80％の同一システムを三つ並列に接続,稼働率90％の同一システムを二つ並列に接続,稼働率99％の単一システム,平成27年春期 午前問15
仮想化マシン環境を物理マシン20台で運用しているシステムがある。次の運用条件のとき，物理マシンが最低何台停止すると縮退運転になるか。     〔運用条件〕     (1):物理マシンが停止すると，そこで稼働していた仮想マシンは他の全ての物理マシンで均等に稼働させ，使用していた資源も同様に配分する。     (2):物理マシンが20台のときに使用する資源は，全ての物理マシンにおいて70%である。     (3):1台の物理マシンで使用している資源が90%を超えた場合，システム全体が縮退運転となる。     (4):(1)～(3)以外の条件は考慮しなくてよい。,4,2,3,4,5,平成27年春期 午前問13
回転数が4200回／分で，平均位置決め時間が5ミリ秒の磁気ディスク装置がある。この磁気ディスク装置の平均待ち時間は約何ミリ秒か。ここで，平均待ち時間は，平均位置決め時間と平均回転待ち時間の合計である。,3,7,10,12,14,平成27年春期 午前問12
メモリのエラー検出及び訂正にECCを利用している。データバス幅 2nビットに対して冗長ビットがn＋2ビット必要なとき，128ビットのデータバス幅に必要な冗長ビットは何ビットか。,3,7,8,9,10,平成27年春期 午前問10
平成27年4月に30万円で購入したPCを3年後に1万円で売却するとき，固定資産売却損は何万円か。ここで，耐用年数は4年，減価償却は定額法，定額法の償却率は0.250，残存価額は0円とする。,2,6.0,6.5,7.0,7.5,平成27年秋期 午前問77
10人が0.5kステップ／人日の生産性で作業するとき，30日間を要するプログラミング作業がある。10日目が終了した時点で作業が終了したステップ数は，10人の合計で30kステップであった。予定の30日間でプログラミングを完了するためには，少なくとも何名の要員を追加すればよいか。ここで，追加する要員の生産性は，現在の要員と同じとする。,3,2,7,10,20,平成27年秋期 午前問53
1.5Mビット／秒の伝送路を用いて12Mバイトのデータを転送するために必要な伝送時間は何秒か。ここで，伝送路の伝送効率を50%とする。,4,16,32,64,128,平成27年秋期 午前問30
2台の処理装置から成るシステムがある。少なくともいずれか一方が正常に動作すればよいときの稼働率と，2台とも正常に動作しなければならないときの稼働率の差は幾らか。ここで，処理装置の稼働率はいずれも0.9とし，処理装置以外の要因は考慮しないものとする。,3,0.09,0.10,0.18,0.19,平成27年秋期 午前問15
500バイトのセクタ8個を1ブロックとして，ブロック単位でファイルの領域を割り当てて管理しているシステムがある。2000バイト及び9000バイトのファイルを保存するとき，これら二つのファイルに割り当てられるセクタ数の合計は幾らか。ここで，ディレクトリなどの管理情報が占めるセクタは考慮しないものとする。,4,22,26,28,32,平成27年秋期 午前問12
50MIPSのプロセッサの平均命令実行時間は幾らか。,1,20ナノ秒20ナノ秒,50ナノ秒,2マイクロ秒,5マイクロ秒,平成27年秋期 午前問9
自然数nに対して，次のように再帰的に定義される関数f(n)を考える。f(5)の値はどれか。     f(n)：if n ≦ 1 then return 1 else return n ＋ f(n － 1),3,6,9,15,25,平成27年秋期 午前問8
10進数の演算式7÷32の結果を2進数で表したものはどれか。,3,0.001011,0.001101,0.00111,0.0111,平成27年秋期 午前問1
プロジェクトメンバが16人のとき，2人ずつの総当たりでプロジェクトメンバ相互の顔合わせ会を行うためには，延べ何時間の顔合わせ会が必要か。ここで，顔合わせ会1回の所要時間は0.5時間とする。,4,8,16,30,60,平成28年春期 午前問54
IPアドレス 192.168.57.123/22 が属するネットワークのブロードキャストアドレスはどれか。,3,192.168.55.255,192.168.57.255,192.168.59.255,192.168.63.255,平成28年春期 午前問34
64kビット／秒の回線を用いて10^6バイトのファイルを送信するとき，伝送におよそ何秒掛かるか。ここで，回線の伝送効率は80%とする。,4,19.6,100,125,156,平成28年春期 午前問31
表示解像度が1000×800ドットで，色数が65536色(216色)の画像を表示するのに最低限必要なビデオメモリ容量は何Mバイトか。ここで，1Mバイト＝1000kバイト，1kバイト＝1000バイトとする。,1,1.6,3.2,6.4,12.8,平成28年春期 午前問12
nの階乗を再帰的に計算する関数 F(n) の定義において，aに入れるべき式はどれか。ここで，nは非負の整数である。     n＞0のとき， F(n)＝ "a"     n＝0のとき， F(n)＝1,3,n＋F(n－1),n－1＋F(n),n×F(n－1),(n－1)×F(n),平成28年春期 午前問7
2次元の整数型配列 a の各要素 a(i，j) の値は，2i＋j である。このとき，a(a(1，1)×2，a(2，2)＋1) の値は幾つか。,4,12,13,18,19,平成28年春期 午前問6
PCM伝送方式によって音声をサンプリング(標本化)して8ビットのディジタルデータに変換し、圧縮せずにリアルタイムで転送したところ、転送速度は64000ビット／秒であった。このときのサンプリング間隔は何マイクロ秒か。,3,15.6,46.8,125,128,平成28年春期 午前問4
数値を2進数で格納するレジスタがある。このレジスタに正の整数xを設定した後，"レジスタの値を2ビット左にシフトして，xを加える"操作を行うと，レジスタの値はxの何倍になるか。ここで，あふれ(オーバフロー)は，発生しないものとする。,3,3,4,5,6,平成28年春期 午前問1
整数1～1000を有効とする入力値が，1～100の場合は処理Aを，101～1000の場合は処理Bを実行する入力処理モジュールを，同値分割法と境界値分析によってテストする。次の条件でテストするとき，テストデータの最小個数は幾つか。     〔条件〕     ①有効同値クラスの1クラスにつき，一つの値をテストデータとする。ただし，テストする値は境界値でないものとする。     ②有効同値クラス，無効同値クラスの全ての境界値をテストデータとする。,4,5,6,7,8,平成28年秋期 午前問48
地上から高度約36000kmの静止軌道衛星を中継して，地上のA地点とB地点で通信をする。衛星とA地点，衛星とB地点の距離がどちらも37500kmであり，衛星での中継による遅延を10ミリ秒とするとき，Aから送信し始めたデータがBに到達するまでの伝送遅延時間は何秒か。ここで，電波の伝搬速度は3×10^8m／秒とする。,2,0.13,0.26,0.35,0.52,平成28年秋期 午前問35
2台のPCにIPv4アドレスを割り振りたい。サブネットマスクが255.255.255.240のとき，両PCのIPv4アドレスが同一ネットワークに所属する組合せはどれか。,2,192.168.1.14と192.168.1.17,192.168.1.17と192.168.1.29,192.168.1.29と192.168.1.33,192.168.1.33と192.168.1.49,平成28年秋期 午前問33
音声のサンプリングを1秒間に11,000回行い，サンプリングした値をそれぞれ8ビットのデータとして記録する。このとき，512×10^6バイトの容量をもつフラッシュメモリに記録できる音声の長さは，最大何分か。,3,77,96,775,969,平成28年秋期 午前問25
格納アドレスが1～6の範囲の直接編成ファイルにおいて，次の条件でデータを格納した場合，アドレス1に格納されているデータのキー値はどれか。     〔条件〕     (1):キー値が3，4，8，13，14，18の順でデータを格納する。     (2):データのキー値を5で割った余りに1を加えた値を格納アドレスにする。     (3):格納アドレスに既にデータがある場合には，次のアドレスに格納する。これを格納できるまで繰り返す。最終アドレスの次は先頭とする。     (4):初期状態では，ファイルは何も格納されていない。,2,8,13,14,18,平成28年秋期 午前問20
ある時間帯でのジョブの処理状況を計測したところ，次のとおりであった。どのような状況になっているか。     〔ジョブの処理状況〕     (1):多重度3でジョブを実行する。     (2):ジョブは5分間隔で発生し，実行時間は多重度に依存せず20分である。     (3):各ジョブは実行終了後にスプーリング機能を利用して印刷し，印刷時間は15分である。     (4):プリンタは2台使用する。,3,印刷待ちだけが増加している。,実行待ちだけが増加している。,実行待ちと印刷待ちが増加している。,実行待ちも印刷待ちも発生していない。,平成28年秋期 午前問16
32ビットで表現できるビットパターンの個数は，24ビットで表現できる個数の何倍か。,4,8,16,128,256,平成28年秋期 午前問4
ある工場では，同じ製品を独立した二つのラインA，Bで製造している。ラインAでは製品全体の60%を製造し，ラインBでは40%を製造している。ラインAで製造された製品の2%が不良品であり，ラインBで製造された製品の1%が不良品であることが分かっている。いま，この工場で製造された製品の一つを無作為に抽出して調べたところ，それは不良品であった。その製品がラインAで製造された確率は何%か。,4,40,50,60,75,平成28年秋期 午前問2
8ビットのビット列の下位4ビットが変化しない操作はどれか。,3,16進表記 0F のビット列との排他的論理和をとる。,16進表記 0F のビット列との否定論理積をとる。,16進表記 0F のビット列との論理積をとる。,16進表記 0F のビット列との論理和をとる。,平成28年秋期 午前問1
