ブラックボックステストにおけるテストケースの設計方法として，適切なものはどれか。,2,プログラム仕様書の作成又はコーディングが終了した段階で，仕様書やソースリストを参照して，テストケースを設計する。,プログラムの機能仕様やインタフェースの仕様に基づき，テストケースを設計する。,プログラムの処理手順，すなわちロジック経路に基づき，テストケースを設計する。,プログラムのすべての条件判定で，真と偽をそれぞれ1回以上実行させることを基準に，テストケースを設計する。,平成22年秋期 午前問48
オブジェクト指向におけるクラスとインスタンスとの関係のうち，適切なものはどれか。,2,インスタンスはクラスの仕様を定義したものである。,クラスの定義に基づいてインスタンスが生成される。,一つのインスタンスに対して，複数のクラスが対応する。,一つのクラスに対して，インスタンスはただ一つ存在する。,平成22年秋期 午前問47
オブジェクト指向において，属性と振る舞いを一つにまとめた構造にすることを何というか。,1,カプセル化,クラス化,集約化,汎化,平成22年秋期 午前問46
DFD表記方法として，適切なものはどれか。,4,2本の平行線は同期を意味し，名前は付けない。,円には，データを蓄積するファイルの名前を付ける。,四角には，入力画面や帳票を現す名前を付ける。,矢印には，データを表す名前を付ける。,平成22年秋期 午前問45
企業ネットワークやサーバにおいて，侵入者が通常のアクセス経路以外で侵入するために組み込むものはどれか。,3,シンクライアントエージェント,ストリクトルーティング,バックドア,フォレンジック,平成22年秋期 午前問44
リスク移転に該当するものはどれか。,2,損失の発生率を低下させること,保険に加入するなどで他者と損失の負担を分担すること,リスクの原因を除去すること,リスクを扱いやすい単位に分解するか集約すること,平成22年秋期 午前問43
災害を想定した事業継続計画(BCP)を策定する場合に行うビジネスインパクト分析での実施事項はどれか。,2,BCPの有効性を検証するためのテストを実施する。,許容される最大停止時間を決定する。,代替手順や復旧手順について関係者を集め教育する。,内外の環境の変化を踏まえBCPの内容を見直す。,平成22年秋期 午前問42
手順に示す電子メールの送受信によって得られるセキュリティ上の効果はどれか。     〔手順〕     (1):送信者は，電子メールの本文を共通鍵暗号方式で暗号化し(暗号文)，その共通鍵を受信者の公開鍵を用いて公開鍵暗号方式で暗号化する(共通鍵の暗号化データ)。     (2):送信者は，暗号文と共通鍵の暗号化データを電子メールで送信する。     (3):受信者は，受信した電子メールから取り出した共通鍵の暗号化データを，自分の秘密鍵を用いて公開鍵暗号方式で復号し，得た共通鍵で暗号文を復号する。,4,送信者による電子メールの送達確認,送信者のなりすましの検出,電子メールの本文の改ざんの有無の検出,電子メールの本文の内容の漏えいの防止,平成22年秋期 午前問41
バイオメトリクス認証には身体的特徴を抽出して認証する方式と行動的特徴を抽出して認証する方式がある。行動的特徴を用いているものはどれか。,2,血管の分岐点の分岐角度や分岐点間の長さから特徴を抽出して認証する。,署名するときの速度や筆圧から特徴を抽出して認証する。,どう孔から外側に向かって発生するカオス状のしわの特徴を抽出して認証する。,隆線によって形作られる紋様からマニーシャと呼ばれる特徴点を抽出して認証する。,平成22年秋期 午前問40
ルータがパケットの経路決定に用いる情報として，最も適切なものはどれか。,1,あて先IPアドレス,あて先MACアドレス,発信元IPアドレス,発信元MACアドレス,平成22年秋期 午前問36
複数のLANを接続するために用いる装置で，OSI基本参照モデルのデータリンク層のプロトコル情報に基づいてデータを中継する装置はどれか。,2,ゲートウェイ,ブリッジ,リピータ,ルータ,平成22年秋期 午前問35
OSI基本参照モデルにおけるネットワーク層の説明として，適切なものはどれか。,1,エンドシステム間のデータ伝送を実現するために，ルーティングや中継などを行う。,各層のうち，最も利用者に近い部分であり，ファイル転送や電子メールなどの機能が実現されている。,物理的な通信媒体の特性の差を吸収し，上位の層に透過的な伝送路を提供する。,隣接ノード間の伝送制御手順(誤り検出，再送制御など)を提供する。,平成22年秋期 午前問34
データベースのアクセス効率を低下させないために，定期的に実施する処理はどれか。,1,再編成,データベースダンプ,バックアップ,ロールバック,平成22年秋期 午前問32
関係データベースにおいて，表から特定の列を得る操作はどれか。,3,結合,削除,射影,選択,平成22年秋期 午前問30
3次元グラフィック処理におけるクリッピングの説明はどれか。,2,CG映像作成における最終段階として，物体のデータをディスプレイに描画できるように映像化する処理である。,画像表示域にウィンドウを定義し，ウィンドウ内の見える部分だけを取り出す処理である。,モデリングされた物体の表面に柄や模様などをはり付ける処理である。,立体感を生じさせるため，物体の表面に陰付けを行う処理である。,平成22年秋期 午前問28
使用性(ユーザビリティ)の規格(JIS Z 8521)では，使用性を“ある製品が，指定された利用者によって，指定された利用の状況下で，指定された目的を達成するために用いられる際の，有効さ，効率及び利用者の満足度の度合い”と定義している。この定義中の“利用者の満足度”を評価するときに用いる方法はどれか。,1,インタビュー法,ヒューリスティック評価,ユーザビリティテスト,ログデータ分析法,平成22年秋期 午前問27
フラッシュメモリの説明として，適切なものはどれか。,4,書込み回数は無制限である。,書込み時は回路基板から外して，専用のROMライタで書き込まなければならない。,定期的にリフレッシュしないと，データが失われる。,データの書き換え時には，あらかじめ前のデータを消去してから書き込みを行う。,平成22年秋期 午前問26
プログラムの静的解析ツールで検出できるものはどれか。,2,関数ごとの実行処理時間,後に使用されない変数への代入,プログラム仕様に対する処理の記述漏れ,用意したテストケースでは実行されなかった命令,平成22年秋期 午前問23
コンパイラによる最適化の主な目的はどれか。,1,プログラムの実行時間を短縮する。,プログラムのデバッグを容易にする。,プログラムの保守性を改善する。,目的プログラムを生成する時間を短縮する。,平成22年秋期 午前問22
仮想記憶方式では，割り当てられる実記憶の容量が小さいとページアウト，ページインが頻発し，処理能力が低下することがある。このような現象を何というか。,1,スラッシング,スワッピング,フラグメンテーション,メモリリーク,平成22年秋期 午前問21
スループットに関する記述のうち，適切なものはどれか。,4,ジョブとジョブの実行の間にオペレータが介入することによってシステムに遊休時間が生じても，スループットには影響を及ぼさない。,スループットはCPU性能の指標であり，入出力の速度，オーバヘッド時間などによって影響を受けない。,多重プログラミングはターンアラウンドタイムの短縮に貢献するが，スループットの向上にはあまり役立たない。,プリンタへの出力を一時的に磁気ディスク装置へ保存するスプーリングは，スループットの向上に役立つ。,平成22年秋期 午前問18
バックアップシステム構成におけるホットサイトに関する記述として，適切なものはどれか。,2,共同利用型のサイトを用意しておき，障害発生時に，バックアップしておいたデータやプログラムの媒体を搬入してシステムを復元し，業務を再開する。,待機系サイトとして稼働させておき，ネットワークを介して常時データやプログラムの更新を行い，障害発生時に速やかに業務を再開する。,予備のサイトにハードウェアを用意して，定期的にバックアップしたデータやプログラムの媒体を搬入して保管しておき，障害発生時にはこれら保管物を活用してシステムを復元し，業務を再開する。,予備のサイトをあらかじめ確保しておいて，障害発生時には必要なハードウェア，バックアップしておいたデータやプログラムの媒体を搬入し，業務を再開する。,平成22年秋期 午前問16
デイジーチェーン接続はどれか。,1,IEEE1394接続コネクタが2口ある工業用カメラを数珠つなぎにし，一端をPCに接続する。,PCと計測機器とをRS-232Cで接続し，PCとプリンタとをUSBを用いて接続する。,USBハブにキーボード，マウス，プリンタをつなぎ，USBハブとPCとを接続する。,数台のネットワークカメラ及びPCをネットワークハブに接続する。,平成22年秋期 午前問13
キャッシュメモリに関する記述のうち，適切なものはどれか。,1,書込み命令を実行したときに，キャッシュメモリと主記憶の両方を書き換える方式と，キャッシュメモリだけを書き換えておき，主記憶の書換えはキャッシュメモリから当該データが追い出されるときに行う方式とがある。,キャッシュメモリにヒットしない場合に割込みが生じ，プログラムによって主記憶からキャッシュメモリにデータが転送される。,キャッシュメモリは，実記憶と仮想記憶とのメモリ容量の差を埋めるために採用される。,半導体メモリのアクセス速度の向上が著しいので，キャッシュメモリの必要性は減っている。,平成22年秋期 午前問12
内部割込みに分類されるものはどれか。,2,商用電源の瞬時停電などの電源異常による割込み,ゼロで除算を実行したことによる割込み,入出力が完了したことによる割込み,メモリパリティエラーが発生したことによる割込み,平成22年秋期 午前問11
パイプライン制御の特徴はどれか。,3,複数の命令を同時実行するために，コンパイラが目的プログラムを生成する段階で，それぞれの命令がどの演算器を使うかをあらかじめ割り振る。,命令が実行される段階で，どの演算器を使うかを動的に決めながら，複数の命令を同時に実行する。,命令の処理をプロセッサ内で複数のステージに細分化し，複数の命令を並列に実行する。,命令を更に細かなマイクロ命令の組合せで実行する。,平成22年秋期 午前問10
平均命令実行時間が20ナノ秒のコンピュータがある。このコンピュータの性能は何MIPSか。,4,5,10,20,50,平成22年秋期 午前問9
Javaのプログラムにおいて，よく使われる機能などを部品化し，再利用できるようにコンポーネント化するための仕様はどれか。,1,JavaBeans,JavaScript,Javaアプリケーション,Javaアプレット,平成22年秋期 午前問8
A，B，C，Dの順に到着するデータに対して，一つのスタックだけを用いて出力可能なデータ列はどれか。,3,A，D，B，C,B，D，A，C,C，B，D，A,D，C，A，B,平成22年秋期 午前問5
送信側では，ビット列をある生成多項式で割った余りをそのビット列に付加して送信し，受信側では，受信したビット列が同じ生成多項式で割り切れるか否かで誤りの発生を判断する誤り検査方式はどれか。,1,CRC方式,垂直パリティチェック方式,水平パリティチェック方式,ハミング符号方式,平成22年秋期 午前問4
けた落ちの説明として，適切なものはどれか。,1,値がほぼ等しい浮動小数点同士の減算において，有効けた数が大幅に減ってしまうことである。,演算結果が，扱える数値の最大値を超えることによって生じる誤差のことである。,数表現のけた数に限度があるとき，最小のけたより小さい部分について四捨五入，切上げ又は切捨てを行うことによって生じる誤差のことである。,浮動小数点の加算において，一方の数値の下位のけたが結果に反映されないことである。,平成22年秋期 午前問2
16進小数3A.5Cを10進数の分数で表したものはどれか。,2,939/16,3735/64,14939/256,14941/256,平成22年秋期 午前問1
