企業経営で用いられるベンチマーキングを説明したものはどれか。,2,企業全体の経営資源の配分を有効かつ総合的に計画して管理し，経営の効率向上を図ることである。,競合相手又は先進企業と比較して，自社の製品，サービス，オペレーションなどを定性的・定量的に把握することである。,顧客視点から業務のプロセスを再設計し，情報技術を十分に活用して，企業の体質や構造を抜本的に変革することである。,利益をもたらすことのできる，他社より優越した自社独自のスキルや技術に経営資源を集中することである。,平成28年春期 午前問68
SWOT分析を説明したものはどれか。,2,企業のビジョンと戦略を実現するために，財務，顧客，業務プロセス，学習と成長という四つの視点から検討し，アクションプランにまで具体化する。,企業を，内部環境と外部環境の観点から，強み，弱み，機会，脅威という四つの視点で評価し，企業を取り巻く環境を認識する。,事業を，分散型，特化型，手詰まり型，規模型という四つのタイプで評価し，自社の事業戦略策定に役立てる。,製品を，導入期，成長期，成熟期，衰退期という四つの段階に分類し，企業にとって最適な戦略策定に活用する。,平成28年春期 午前問67
グリーン調達の説明はどれか。,4,環境保全活動を実施している企業がその活動内容を広くアピールし，投資家から環境保全のための資金を募ることである。,第三者が一定の基準に基づいて環境保全に資する製品を認定する，エコマークなどの環境表示に関する国際規格のことである。,太陽光，バイオマス，風力，地熱などの自然エネルギーによって発電されたグリーン電力を，市場で取引可能にする証書のことである。,品質や価格の要件を満たすだけでなく，環境負荷の小さい製品やサービスを，環境負荷の低減に努める事業者から優先して購入することである。,平成28年春期 午前問66
IoT(Internet of Things)を説明したものはどれか。,4,インターネットとの接続を前提として設計されているデータセンタのことであり，サーバ運用に支障を来さないように，通信回線の品質管理，サーバのメンテナンス，空調設備，瞬断や停電に対応した電源対策などが施されている。,インターネットを通して行う電子商取引の一つの形態であり，出品者がWebサイト上に，商品の名称，写真，最低価格などの情報を掲載し，期限内に最高額を提示した入札者が商品を落札する，代表的な CtoC 取引である。,広告主のWebサイトへのリンクを設定した画像を広告媒体となるWebサイトに掲載するバナ一広告や，広告主のWebサイトの宣伝をメールマガジンに掲載するメール広告など，インターネットを使った広告のことである。,コンピュータなどの情報通信機器だけでなく様々なものに通信機能をもたせ，インターネットに接続することによって自動認識や遠隔計測を可能にし，大量のデータを収集・分析して高度な判断サービスや自動制御を実現することである。,平成28年春期 午前問65
業務プロセスを可視化する手法としてUMLを採用した場合の活用シーンはどれか。,3,対象をエンティティとその属性及びエンティティ間の関連で捉え，データ中心アプローチの表現によって図に示す。,データの流れによってプロセスを表現するために，データの発生，吸収の場所，蓄積場所，データの処理をデータの流れを示す矢印でつないで表現する。,複数の観点でプロセスを表現するために，目的に応じたモデル図法を使用し，オブジェクトモデリングのために標準化された記述ルールで表現する。,プロセスの機能を網羅的に表現するために，一つの要件に対し発生する事象を条件分岐の形式で記述する。,平成28年春期 午前問64
"システム管理基準"によれば，情報戦略策定段階の成果物はどれか。,2,関連する他の情報システムと役割を分担し，組織体として最大の効果を上げる機能を実現するために，全体最適化計画との整合性を考慮して策定する開発計画,経営戦略に基づいて組織体全体で整合性及び一貫性を確保した情報化を推進するために，方針及び目標に基づいて策定する全体最適化計画,情報システムの運用を円滑に行うために，運用設計及び運用管理ルールに基づき，さらに規模，期間，システム特性を考慮して策定する運用手順,組織体として一貫し，効率的な開発作業を確実に遂行するために，組織体として標準化された開発方法に基づいて策定する開発手順,平成28年春期 午前問63
エンタープライズアーキテクチャの"四つの分類体系"に含まれるアーキテクチャは，ビジネスアーキテクチャ，テクノロジアーキテクチャ，アプリケーションアーキテクチャともう一つはどれか。,3,システムアーキテクチャ,ソフトウェアアーキテクチャ,データアーキテクチャ,バスアーキテクチャ,平成28年春期 午前問62
ソフトウェアのパッチの適用において，システムに不具合が発生するリスクを低滅するコントロールを監査する際のチェックポイントはどれか。,4,キャパシティプランニングの手続を定めていること,データベース管理者が任命され，マスタデータの管理手続を定めていること,ハードウェア管理台帳を作成し，システム管理者が管理していること,本稼働前にシステムの動作確認を十分に実施していること,平成28年春期 午前問61
"システム監査基準"における，組織体がシステム監査を実施する目的はどれか。,3,自社の強み・弱み，自社を取り巻く機会・脅威を整理し，新たな経営戦略・事業分野を設定する。,システム運用部門によるテストによって，社内ネットワーク環境の脆(ぜい)弱性を知り，ネットワーク環境を整備する。,情報システムにまつわるリスクに対するコントロールの整備・運用状況を評価し，改善につなげることによって，ITガバナンスの実現に寄与する。,ソフトウェア開発の生産性のレベルを客観的に知り，開発組織の能力を向上させるために，より高い生産性レベルを目指して取り組む。,平成28年春期 午前問60
アクセス制御を監査するシステム監査人が採った行動のうち，適切なものはどれか。,2,ソフトウェアに関するアクセス制御の管理表の作成と保管,データに関するアクセス制御の管理状況の確認,ネットワークに関するアクセス制御の管理方針の制定,ハードウェアに関するアクセス制御の運用管理の実施,平成28年春期 午前問59
落雷によって発生する過電圧の被害から情報システムを防ぐための手段として，有効なものはどれか。,1,サージ保護デバイス(SPD)を介して通信ケーブルとコンピュータを接続する。,自家発電装置を設置する。,通信線を経路の異なる2系統とする。,電源設備の制御回路をディジタル化する。,平成28年春期 午前問58
ITサービスマネジメントのキャパシティ管理プロセスにおける，オンラインシステムの容量・能力の利用の監視についての注意事項のうち，適切なものはどれか。,1,応答時間やCPU使用率などの複数の測定項目を定常的に監視する。,オンライン時間帯に性能を測定することはサービスレベルの低下につながるので，測定はオフライン時間帯に行う。,キャパシティ及びパフォーマンスに関するインシデントを記録する。,性能データのうちの一定期間内の最大値だけに着目し，管理の限界を逸脱しているかどうかを確認する。,平成28年春期 午前問57
ITサービスマネジメントにおけるインシデントの記録と問題の記録の関係についての記述のうち，適切なものはどれか。,3,インシデントの分類とは異なる基準で問題を分類して記録する。,問題の記録1件は，必ずインシデントの記録1件と関連付けられる。,問題の記録には，問題の記録の発端となったインシデントの相互参照情報を含める。,問題の記録の終了の際に既知の誤りが特定されていれば，問題の記録の発端となったインシデントの記録を削除する。,平成28年春期 午前問56
ミッションクリティカルシステムの意味として，適切なものはどれか。,3,OSなどのように，業務システムを稼働させる上で必要不可欠なシステム,システム運用条件が，性能の限界に近い状態の下で稼働するシステム,障害が起きると，企業活動に重大な影響を及ぼすシステム,先行して試験導入され，成功すると本格的に導入されるシステム,平成28年春期 午前問55
プロジェクトメンバが16人のとき，2人ずつの総当たりでプロジェクトメンバ相互の顔合わせ会を行うためには，延べ何時間の顔合わせ会が必要か。ここで，顔合わせ会1回の所要時間は0.5時間とする。,4,8,16,30,60,平成28年春期 午前問54
プロジェクト全体のスケジュールを短縮する技法の一つである"クラッシング"では，メンバの時間外勤務を増やしたり，業務内容に精通したメンバを新たに増員したりする。"クラッシング"を行う際に，優先的に資源を投入すべきスケジュールアクティビティはどれか。,2,業務の難易度が最も高いスケジュールアクティビティ,クリティカルパス上のスケジュールアクティビティ,資源が確保できる時期に開始するスケジュールアクティビティ,所要期間を最も長く必要とするスケジュールアクティビティ,平成28年春期 午前問53
プロジェクトの目的及び範囲を明確にするマネジメントプロセスはどれか。,2,コストマネジメント,スコープマネジメント,タイムマネジメント,リスクマネジメント,平成28年春期 午前問52
ソフトウェア開発プロジェクトにおいてWBS(Work Breakdown Structure)を使用する目的として，適切なものはどれか。,4,開発の所要日数と費用がトレードオフの関係にある場合に，総費用の最適化を図る。,作業の順序関係を明確にして，重点管理すべきクリティカルパスを把握する。,作業の日程を横棒(バー)で表して，作業の開始や終了時点，現時点の進捗を明確にする。,作業を階層に分解して，管理可能な大きさに細分化する。,平成28年春期 午前問51
ソフトウェア開発において，構成管理に起因しない問題はどれか。,2,開発者が定められた改版手続に従わずにプログラムを修正したので，今まで動作していたプログラムが、不正な動作をするようになった。,システムテストにおいて，単体テストレベルのバグが多発して，開発が予定どおり進捗しない。,仕様書，設計書及びプログラムの版数が対応付けられていないので，プログラム修正時にソースプログラムを解析しないと，修正すべきプログラムが特定できない。,一つのプログラムから多数の派生プログラムが作られているが，派生元のプログラム修正がすべての派生プログラムに反映されない。,平成28年春期 午前問50
システム結合テストにおける状態遷移テストに関する記述として，適切なものはどれか。,3,イベントの発生によって内部状態が変化しない計算処理システムのテストに適した手法,システムの内部状態に着目しないブラックボックステスト用の手法,設計されたイベントと内部状態の組合せどおりにシステムが動作することを確認する手法,データフロー図，決定表を使用してシステムの内部状態を解析する手法,平成28年春期 午前問48
モジュールの独立性を高めるには，モジュール結合度を低くする必要がある。モジュール間の情報の受渡し方法のうち，モジュール結合度が最も低いものはどれか。,3,共通域に定義したデータを関係するモジュールが参照する。,制御パラメタを引数として渡し，モジュールの実行順序を制御する。,データ項目だけをモジュール間の引数として渡す。,必要なデータを外部宣言して共有する。,平成28年春期 午前問47
開発プロセスにおいて，ソフトウェア方式設計で行うべき作業はどれか。,2,顧客に意見を求めて仕様を決定する。,ソフトウェア品目に対する要件を，最上位レベルの構造を表現する方式で，かつ，ソフトウェアコンポーネントを識別する方式に変換する。,プログラム1行ごとの処理まで明確になるように詳細化する。,要求内容を図表などの形式でまとめ，段階的に詳細化して分析する。,平成28年春期 午前問46
機密ファイルが格納されていて，正常に動作するPCの磁気ディスクを産業廃棄物処理業者に引き渡して廃棄する場合の情報漏えい対策のうち，適切なものはどれか。,3,異なる圧縮方式で，機密ファイルを複数回圧縮する。,専用の消去ツールで，磁気ディスクのマスタブートレコードを複数回消去する。,ランダムなビット列で，磁気ディスクの全領域を複数回上書きする。,ランダムな文字列で，機密ファイルのファイル名を複数回変更する。,平成28年春期 午前問45
ディジタルフォレンジックスでハッシュ値を利用する目的として，適切なものはどれか。,3,一方向性関数によってパスワードを復元できないように変換して保存する。,改変されたデータを，証拠となり得るように復元する。,証拠となり得るデータについて，原本と複製の同一性を証明する。,パスワードの盗聴の有無を検証する。,平成28年春期 午前問44
クライアントとWebサーバの間において，クライアントからWebサーバに送信されたデータを検査して，SQLインジェクションなどの攻撃を遮断するためのものはどれか。,2,SSL-VPN機能,WAF,クラスタ構成,ロードバランシング機能,平成28年春期 午前問43
BYODの説明，及びその情報セキュリティリスクに関する記述のうち，適切なものはどれか。,4,従業員が企業から貸与された情報端末を，客先などへの移動中に業務に利用することであり，ショルダハッキングなどの情報セキュリティリスクが増大する。,従業員が企業から貸与された情報端末を，自宅に持ち帰って私的に利用することであり，機密情報の漏えいなどの情報セキュリティリスクが増大する。,従業員が私的に保有する情報端末を，職場での休憩時間などに私的に利用することであり，セキュリティ意識の低下などに起因する情報セキュリティリスクが増大する。,従業員が私的に保有する情報端末を業務に利用することであり，セキュリティ設定の不備に起因するウイルス感染などの情報セキュリティリスクが増大する。,平成28年春期 午前問42
SaaS(Software as a Service)を利用するときの企業のセキュリティ管理についての記述のうち，適切なものはどれか。,3,システム運用を行わずに済み，障害時の業務手順やバックアップについての検討が不要である。,システムのアクセス管理を行わずに済み，パスワードの初期化の手続や複雑性の要件を満たすパスワードポリシの検討が不要である。,システムの構築を行わずに済み，アプリケーションソフトウェア開発に必要なセキュリティ要件の定義やシステムログの保存容量の設計が不要である。,システムのセキュリティ管理を行わずに済み，情報セキュリティ管理規定の策定や管理担当者の設置が不要である。,平成28年春期 午前問41
Webシステムのパスワードを忘れたときの利用者認証において合い言葉を使用する場合，合い言葉が一致した後の処理のうち，セキュリティ上最も適切なものはどれか。,2,あらかじめ登録された利用者のメールアドレス宛てに，現パスワードを送信する。,あらかじめ登録された利用者のメールアドレス宛てに，パスワード再登録用ページヘアクセスするための，推測困難なURLを送信する。,新たにメールアドレスを入力させ，そのメールアドレス宛てに，現パスワードを送信する。,新たにメールアドレスを入力させ，そのメールアドレス宛てに，パスワード再登録用ページヘアクセスするための，推測困難なURLを送信する。,平成28年春期 午前問40
公開鍵暗号方式を採用した電子商取引において，認証局(CA)の役割はどれか。,2,取引当事者間で共有する秘密鍵を管理する。,取引当事者の公開鍵に対するディジタル証明書を発行する。,取引当事者のディジタル署名を管理する。,取引当事者のパスワードを管理する。,平成28年春期 午前問39
スパイウェアに該当するものはどれか。,3,Webサイトへの不正な入力を排除するために，Webサイトの入力フォームの入力データから，HTMLタグ，JavaScript，SQL文などを検出し，それらを他の文字列に置き換えるプログラム,サーバへの侵入口となり得る脆弱なポートを探すために，攻撃者のPCからサーバのTCPポートに順番にアクセスするプログラム,利用者の意図に反してPCにインストールされ，利用者の個人情報やアクセス履歴などの情報を収集するプログラム,利用者のパスワードを調べるために，サーバにアクセスし，辞書に載っている単語を総当たりで試すプログラム,平成28年春期 午前問38
SQLインジェクション攻撃の説明として，適切なものはどれか。,1,Webアプリケーションのデータ操作言語の呼出し方に不備がある場合に，攻撃者が悪意をもって構成した文字列を入力することによって，データベースのデータの不正な取得，改ざん及び削除をする攻撃,Webサイトに対して，他のサイトを介して大量のパケットを送り付け，そのネットワークトラフィックを異常に高めてサービスを提供不能にする攻撃,確保されているメモリ空間の下限又は上限を超えてデータの書込みと読出しを行うことによって，プログラムを異常終了させたりデータエリアに挿入された不正なコードを実行させたりする攻撃,攻撃者が罠を仕掛けたWebページを利用者が閲覧し，当該ページ内のリンクをクリックしたときに，不正スクリプトを含む文字列が脆弱なWebサーバに送り込まれ，レスポンスに埋め込まれた不正スクリプトの実行によって，情報漏えいをもたらす攻撃,平成28年春期 午前問37
検索サイトの検索結果の上位に悪意のあるサイトが並ぶように細工する攻撃の名称はどれか。,2,DNSキャッシュポイズニング,SEOポイズニング,クロスサイトスクリプティング,ソーシャルエンジニアリング,平成28年春期 午前問36
IPアドレス 192.168.57.123/22 が属するネットワークのブロードキャストアドレスはどれか。,3,192.168.55.255,192.168.57.255,192.168.59.255,192.168.63.255,平成28年春期 午前問34
プライベートIPアドレスの複数の端末が，一つのグローバルIPアドレスを使ってインターネット接続を利用する仕組みを実現するものはどれか。,3,DHCP,DNS,NAPT,RADIUS,平成28年春期 午前問33
複数のLANを接続するために用いる装置で，OSI基本参照モデルのデータリンク層のプロトコル情報に基づいてデータを中継する装置はどれか。,2,ゲートウェイ,ブリッジ,リピータ,ルータ,平成28年春期 午前問32
64kビット／秒の回線を用いて10^6バイトのファイルを送信するとき，伝送におよそ何秒掛かるか。ここで，回線の伝送効率は80%とする。,4,19.6,100,125,156,平成28年春期 午前問31
DBMSにおいて，複数のトランザクション処理プログラムが同一データベースを同時に更新する場合，論理的な矛盾を生じさせないために用いる技法はどれか。,4,再編成,正規化,整合性制約,排他制御,平成28年春期 午前問30
関係データベースにおいて，外部キ一を定義する目的として，適切なものはどれか。,1,関係する相互のテーブルにおいて，レコード間の参照一貫性が維持される制約をもたせる。,関係する相互のテーブルの格納場所を近くに配置することによって，検索，更新を高速に行う。,障害によって破壊されたレコードを，テーブル間の相互の関係から可能な限り復旧させる。,レコードの削除，追加の繰返しによる，レコード格納エリアのフラグメンテーションを防止する。,平成28年春期 午前問29
トランザクションが，データベースに対する更新処理を完全に行なうか，全く処理しなかったのように取り消すか，のどちらかの結果になることを保証する特性はどれか。,2,一貫性(consistency),原子性(atomicity),耐久性(durability),独立性(isolation),平成28年春期 午前問28
関係モデルとその実装である関係データベースの対応に関する記述のうち，適切なものはどれか。,1,関係は，表に対応付けられる。,属性も列も，左から右に順序付けられる。,タプルも行も，ともに重複しない。,定義域は，文字型又は文字列型に対応付けられる。,平成28年春期 午前問26
3次元グラフィックス処理におけるクリッピングの説明はどれか。,2,CG映像作成における最終段階として，物体のデータをディスプレイに描画できるように映像化する処理である。,画像表示領域にウィンドウを定義し，ウィンドウの外側を除去し，内側の見える部分だけを取り出す処理である。,スクリーンの画素数が有限なので図形の境界近くに生じる，階段状のギザギザを目立たなくする処理である。,立体感を生じさせるため，物体の表面に陰付けを行う処理である。,平成28年春期 午前問25
HTML文書の文字の大きさ，文字の色，行間などの視覚表現の情報を扱う標準仕様はどれか。,2,CMS,CSS,RSS,Wiki,平成28年春期 午前問24
RFIDの活用事例として，適切なものはどれか。,4,紙に印刷されたディジタルコードをリーダで読み取ることによる情報の入力,携帯電話とヘッドフォンとの間の音声データ通信,赤外線を利用した近距離データ通信,微小な無線チップによる人又は物の識別及び管理,平成28年春期 午前問22
静的テストツールの機能に分類されるものはどれか。,1,ソースコードを解析して，プログラムの誤りを検出する。,テスト対象モジュールに必要なドライバ又はスタブを生成する。,テストによって実行した経路から網羅度を算出する。,プログラムの特定の経路をテストするためのデータを生成する。,平成28年春期 午前問21
リンカの機能として，適切なものはどれか。,3,作成したプログラムをライブラリに登録する。,実行に先立ってロードモジュールを主記憶にロードする。,相互参照の解決などを行い，複数の目的モジュールなどから一つのロードモジュールを生成する。,プログラムの実行を監視し，ステップごとに実行結果を記録する。,平成28年春期 午前問20
コンパイラにおける最適化の説明として，適切なものはどれか。,3,オブジェクトコードを生成する代わりに，インタプリタ用の中間コードを生成する。,コンパイルを実施するコンピュータとは異なるアーキテクチャをもったコンピュータで動作するオブジェクトコードを生成する。,プログラムコードを解析して，実行時の処理効率を高めたオブジェクトコードを生成する。,プログラムの実行時に，呼び出されたサブプログラム名やある時点での変数の内容を表示させるようなオブジェクトコードを生成する。,平成28年春期 午前問19
UNIXにおいて，あるコマンドの標準出力を，直接別のコマンドの標準入力につなげる機能はどれか。,1,パイプ,バックグラウンドジョブ,ブレース展開,リダイレクト,平成28年春期 午前問18
入出力管理におけるバッファの機能として，適切なものはどれか。,2,入出力装置が利用可能になったことを，入出力装置が処理装置に伝える。,入出力装置と処理装置との間に特別な記憶域を設け，処理速度の違いを緩和する。,入出力装置と処理装置との間のデータ交換に階層を設けることによって，入出力装置固有の仕様を意識せずに利用できる。,入出力装置をファイルと同じように取り扱えるようにする。,平成28年春期 午前問17
組込みリアルタイムOSで用いられる，優先度に基づくプリエンプティブなスケジューリングの利用方法として，適切なものはどれか。,3,各タスクの実行時間を均等配分する場合に利用される。,起動が早いタスクから順番に処理を行う場合に利用される。,重要度及び緊急度に応じて処理を行う場合に利用される。,処理時間が短いタスクから順番に処理を行う場合に利用される。,平成28年春期 午前問16
システムの稼働率に関する記述のうち，適切なものはどれか。,3,MTBFが異なってもMTTRが等しければ，システムの稼働率は等しい。,MTBFとMTTRの和が等しければ，システムの稼働率は等しい。,MTBFを変えずにMTTRを短くできれば，システムの稼働率は向上する。,MTTRが変わらずMTBFが長くなれば，システムの稼働率は低下する。,平成28年春期 午前問15
システムが単位時間内にジョブを処理する能力の評価尺度はどれか。,3,MIPS値,応答時間,スループット,ターンアラウンドタイム,平成28年春期 午前問13
表示解像度が1000×800ドットで，色数が65536色(216色)の画像を表示するのに最低限必要なビデオメモリ容量は何Mバイトか。ここで，1Mバイト＝1000kバイト，1kバイト＝1000バイトとする。,1,1.6,3.2,6.4,12.8,平成28年春期 午前問12
キャッシュメモリの効果として，適切なものはどれか。,2,主記憶からキャッシュメモリへの命令の読出しと，主記憶からキャッシュメモリへのデータの読出しを同時に行うことによって，データ転送を高速に行う。,主記憶から読み出したデータをキャッシュメモリに保持し，CPUが後で同じデータを読み出すときのデータ転送を高速に行う。,主記憶から読み出したデータをキャッシュメモリに保持し，命令を並列に処理することによって演算を高速に行う。,主記憶から読み出した命令をキャッシュメモリに保持し，キャッシュメモリ上でデコードして実行することによって演算を高速に行う。,平成28年春期 午前問11
RISCプロセッサの5段パイプラインの命令実行制御の順序はどれか。ここで，このパイプラインのステージは次の五つとする。     ①書込み     ②実行とアドレス生成     ③命令デコードとレジスタファイル読出し     ④命令フェッチ     ⑤メモリアクセス,3,③，④，②，⑤，①,③，⑤，②，④，①,④，③，②，⑤，①,④，⑤，③，②，①,平成28年春期 午前問10
PCのクロック周波数に関する記述のうち，適切なものはどれか。,1,CPUのクロック周波数と，主記憶を接続するシステムバスのクロック周波数は同一でなくてもよい。,CPUのクロック周波数の逆数が，1秒間に実行できる命令数を表す。,CPUのクロック周波数を2倍にすると，システム全体としての実行性能も2倍になる。,使用しているCPUの種類とクロック周波数が等しければ，2種類のPCのプログラム実行性能は同等になる。,平成28年春期 午前問9
nの階乗を再帰的に計算する関数 F(n) の定義において，aに入れるべき式はどれか。ここで，nは非負の整数である。     n＞0のとき， F(n)＝ "a"     n＝0のとき， F(n)＝1,3,n＋F(n－1),n－1＋F(n),n×F(n－1),(n－1)×F(n),平成28年春期 午前問7
2次元の整数型配列 a の各要素 a(i，j) の値は，2i＋j である。このとき，a(a(1，1)×2，a(2，2)＋1) の値は幾つか。,4,12,13,18,19,平成28年春期 午前問6
PCM伝送方式によって音声をサンプリング(標本化)して8ビットのディジタルデータに変換し、圧縮せずにリアルタイムで転送したところ、転送速度は64000ビット／秒であった。このときのサンプリング間隔は何マイクロ秒か。,3,15.6,46.8,125,128,平成28年春期 午前問4
UNIXにおける正規表現 [A－Z]＋[0－9]＊ が表現する文字列の集合の要素となるものはどれか。ここで，正規表現は次の規則に従う。     [A－Z]は，英字1文字を表す。     [0－9]は，数字1文字を表す。     ＊は，直前の正規表現の0回以上の繰返しを表す。     ＋は，直前の正規表現の1回以上の繰返しを表す。,4,456789,ABC＋99,ABC99＊,ABCDEF,平成28年春期 午前問3
数値を2進数で格納するレジスタがある。このレジスタに正の整数xを設定した後，"レジスタの値を2ビット左にシフトして，xを加える"操作を行うと，レジスタの値はxの何倍になるか。ここで，あふれ(オーバフロー)は，発生しないものとする。,3,3,4,5,6,平成28年春期 午前問1
