"システム管理基準"によれば，情報システム全体の最適化目標を設定する際の着眼点はどれか。,2,教育及び訓練に必要な資源を明確にしていること,経営戦略への貢献を明確にしていること,システム保守手順に基づきプログラムの変更を行っていること,人的資源の外部からの調達方針を明確にしていること,平成23年秋期 午前問67
システム化計画を立案するときに考慮すべき事項はどれか。,2,運用を考えて，自社の社員が開発する前提で検討を進める。,開発，保守，運用に関する費用と投資効果を明確にする。,失敗を避けるため，同業他社を調査し，同じシステムにする。,テスト計画，運用マニュアル及び障害対策を具体的に示す。,平成23年秋期 午前問66
要件定義プロセスで実施すべきものはどれか。,1,新しい業務の手順やルール，制約条件を明確にし，利害関係者間で合意する。,新システムによる業務運用の投資効果及び業務効果の実績を評価する。,法規制，経済状況などの事業環境を分析し，事業目標や業務目標を作成する。,要求事項を満たしているか，ソフトウェア及びデータベースのテストを実施する。,平成23年秋期 午前問65
利用者が，インターネットを経由してサービスプロバイダ側のシステムに接続し，サービスプロバイダが提供するアプリケーションの必要な機能だけを必要なときにオンラインで利用するものはどれか。,2,ERP,SaaS,SCM,XBRL,平成23年秋期 午前問64
業務プロセスのモデリング表記法として用いられ，複数のモデル図法を体系化したものはどれか。,3,DFD,E-R図,UML,状態遷移図,平成23年秋期 午前問63
エンタープライズアーキテクチャを構成する四つの体系のうち，データ体系を策定する場合の成果物はどれか。,2,業務流れ図,実体関連ダイアグラム,情報システム関連図,ソフトウェア構成図,平成23年秋期 午前問62
BCPの説明はどれか。,4,企業の戦略を実現するために，財務，顧客，内部ビジネスプロセス，学習と成長の視点から戦略を検討したもの,企業の目標を達成するために業務内容や業務の流れを可視化し，一定のサイクルをもって継続的に業務プロセスを改善するもの,業務効率の向上，業務コストの削減を目的に，業務プロセスを対象としてアウトソースを実施するもの,事業中断の原因とリスクを想定し，未然に回避又は被害を受けても速やかに回復できるように方針や行動手順を規定したもの,平成23年秋期 午前問61
IT統制を予防統制と発見統制に分類した場合，発見統制に該当するものはどれか。,2,データ入力画面を，操作ミスを起こしにくいように設計する。,データ入力結果の出力リストと入力伝票とを照合する。,データ入力担当者を限定し，アクセス権限を付与する。,データ入力マニュアルを作成し，入力担当者に教育する。,平成23年秋期 午前問60
プログラミングの信頼性の監査において，指摘事項に該当するものはどれか。,2,プログラマは，プログラム設計書に基づいてプログラミングを行っている。,プログラマは，プログラムの全てのロジックパスの中から，サンプリングで単体テスト項目を設定している。,プログラミングチームのリーダは，単体テストの実施結果を記録し保管している。,プログラムを作成したプログラマ以外の第三者が，単体テストを行っている。,平成23年秋期 午前問59
システム設計の段階において，ユーザ要件が充足されないリスクを低減するコントロールを監査するときのチェックポイントはどれか。,4,システム設計書に基づき，プログラム仕様書を作成していること,システムテスト要件に基づいてテスト計画を作成し，システム運用部門の責任者の承認を得ていること,プログラミングは定められた標準に従っていること,利用部門が参画して，システム設計書のレビューを行っていること,平成23年秋期 午前問58
次の条件でITサービスを提供している。SLAを満たすためには，サービス時間帯中の停止時間は1か月に最大で何時間以内であればよいか。ここで，1か月の営業日は30日とする。     〔SLAの条件〕     ・サービス時間帯は営業日の午前8時から午後10時まで。     ・可用性99.5%以上とすること。,2,1,2,3,4,平成23年秋期 午前問57
サービスデスク組織の構造の特徴のうち，ローカルサービスデスクの特徴はどれか。,2,サービスデスクを1拠点又は少数の場所に集中することによって，サービス要員を効率的に配置したり，大量のコールに対応したりすることができる。,サービスデスクを利用者の近くに配置することによって，言語や文化の異なる利用者への対応，専用要員によるVIP対応などができる。,サービス要員は複数の地域や部門に分散しているが，通信技術を利用することによって，単一のサービスデスクであるかのようなサービスが提供できる。,分散拠点のサービス要員を含めた全員を中央で統括して管理することによって，統制の取れたサービスが提供できる。,平成23年秋期 午前問56
アプリケーションの保守に関する記述として，適切なものはどれか。,3,テスト終了後は速やかに本稼働中のライブラリにプログラムを登録し，保守承認者に報告する。,変更内容が簡単であると判断できるときは，本稼働用のライブラリを直接更新する。,保守作業が完了しないまま放置されるのを防ぐためにも，保守の完了を記録する。,保守作業は，保守作業担当者によるテストが終了した時点で完了とする。,平成23年秋期 午前問55
生産物の品質を時系列に表し，生産工程が管理限界内で安定した状態にあるかどうかを判断するための図はどれか。,1,管理図,散布図,特性要因図,パレート図,平成23年秋期 午前問54
テストの進捗管理に使用する指標として，最も適切なものはどれか。,1,テスト項目の消化件数,テストデータの作成量,プログラムの起動回数,プログラムの修正量,平成23年秋期 午前問53
要求分析から実装までの開発プロセスを繰り返しながら，システムを構築していくソフトウェア開発手法はどれか。,2,ウォータフォールモデル,スパイラルモデル,プロトタイピングモデル,リレーショナルモデル,平成23年秋期 午前問50
Webサービスを利用するときのSOAPの役割として，適切なものはどれか。,3,Webサービスのインタフェースを記述して，プログラムからサービスを利用できるようにする。,Webサービスの情報を登録しておき，利用者がそのサービスを検索できるようにする。,Webサービスの送受信プログラム間で， XML形式のメッセージを受け渡す。,Webサービスプログラム間の配信保証や重複防止など，データ転送の信頼性を確保する。,平成23年秋期 午前問49
ソフトウェアのテストの種類のうち，ソフトウェア保守のために行った変更によって，影響を受けないはずの箇所に影響を及ぼしていないかどうかを確認する目的で行うものはどれか。,4,運用テスト,結合テスト,システムテスト,リグレッションテスト,平成23年秋期 午前問48
モジュールの内部構造を考慮することなく，仕様書どおりに機能するかどうかをテストする手法はどれか。,2,トップダウンテスト,ブラックボックステスト,ボトムアップテスト,ホワイトボックステスト,平成23年秋期 午前問47
オブジェクト指向の基本概念の組合せとして，適切なものはどれか。,4,仮想化，構造化，投影，クラス,具体化，構造化，連続，クラス,正規化，カプセル化，分割，クラス,抽象化，カプセル化，継承，クラス,平成23年秋期 午前問46
モジュール設計書を基にモジュール強度を評価した。適切な評価はどれか。     〔モジュール設計書（抜粋）〕     上位モジュールから渡される処理コードに対応した処理をする。処理コードが"I"のときは挿入処理，処理コードが"U"のときは更新処理，処理コードが"D"のときは削除処理である。,4,これは"暗合的強度"のモジュールである。モジュール内の機能間に特別な関係はなく，むしろ他のモジュールとの強い関係性をもつ可能性が高いので，モジュール分割をやり直した方がよい。,これは"情報的強度"のモジュールである。同ーの情報を扱う複数の機能を，一つのモジュールにまとめている。モジュール内に各処理の入口点を設けているので，制御の結びつきがなく，これ以上のモジュール分割は不要である。,これは"連絡的強度"のモジュールである。モジュール内でデータの受渡し又は参照を行いながら，複数の機能を逐次的に実行している。再度見直しを図り，必要に応じて更にモジュール分割を行った方がよい。,これは"論理的強度"のモジュールである。関連した幾つかの機能を含み，パラメタによっていずれかの機能を選択して実行している。現状では大きな問題となっていないとしても，仕様変更に伴うパラメタの変更による影響を最小限に抑えるために，機能ごとにモジュールを分割するか，機能ごとの入口点を設ける方がよい。,平成23年秋期 午前問45
電子メール送信時に送信者に対して宛先アドレスの確認を求めるのが有効であるセキュリティ対策はどれか。,3,OP25Bによるスパム対策,SPFによるスパム対策,電子メールの誤送信対策,電子メールの不正中継対策,平成23年秋期 午前問44
コンピュータウイルス対策ソフトのパターンマッチング方式を説明したものはどれか。,2,感染前のファイルと感染後のファイルを比較し，ファイルに変更が加わったかどうかを調べてウイルスを検出する。,既知ウイルスのシグネチャコードと比較して，ウイルスを検出する。,システム内でのウイルスに起因する異常現象を監視することによって，ウイルスを検出する。,ファイルのチェックサムと照合して，ウイルスを検出する。,平成23年秋期 午前問43
入力パスワードと登録パスワードを用いて利用者を認証する方法において，パスワードファイルへの不正アクセスによる登録パスワードの盗用防止策はどれか。,4,パスワードに対応する利用者IDのハッシュ値を登録しておき，認証時に入力された利用者IDをハッシュ関数で、変換して参照した登録パスワードと入力パスワードを比較する。,パスワードをそのまま登録したファイルを圧縮しておき，認証時に復元して，入力されたパスワードと比較する。,パスワードをそのまま登録しておき，認証時に入力されたパスワードと登録内容をともにハッシュ関数で変換して比較する。,パスワードをハッシュ値に変換して登録しておき，認証時に入力されたパスワードをハッシュ関数で変換して比較する。,平成23年秋期 午前問42
メッセージ認証符号におけるメッセージダイジェストの利用目的はどれか。,1,メッセージが改ざんされていないことを確認する。,メッセージの暗号化方式を確認する。,メッセージの概要を確認する。,メッセージの秘匿性を確保する。,平成23年秋期 午前問41
TCP/IPネットワークにおいて，ネットワークの疎通確認に使われるものはどれか。,4,BOOTP,DHCP,MIB,ping,平成23年秋期 午前問40
TCP/IPを利用している環境で，電子メールに画像データなどを添付するための規格はどれか。,2,JPEG,MIME,MPEG,SMTP,平成23年秋期 午前問39
TCP/IP階層モデルにおいて， TCPが属する層はどれか。,3,アプリケーション層,インターネット層,トランスポート層,リンク層,平成23年秋期 午前問38
OSI基本参照モデルの各層で中継する装置を，物理層で中継する装置，データリンク層で中継する装置，ネットワーク層で中継する装置の順に並べたものはどれか。,3,ブリッジ，リピータ，ルータ,ブリッジ，ルータ，リピータ,リピータ，ブリッジ，ルータ,リピータ，ルータ，ブリッジ,平成23年秋期 午前問37
媒体障害時のデータベース回復に備え，あるバックアップ時点から次のバックアップ時点までの間のデータとして，稼働中のデータベースとは別の媒体に保存しておく必要のあるものはどれか。,4,インデックスデータ,チェックポイントデータ,ディクショナリデータ,ログデータ,平成23年秋期 午前問36
関係データベースの操作の説明のうち，適切なものはどれか。,1,関係データベースの操作の説明のうち，適切なものはどれか。,射影は，表の中から条件に合致した行を取り出すことをいう。,選択は，表の中から特定の列を取り出すことをいう。,挿入は，表に対して特定の列を挿入することをいう。,平成23年秋期 午前問35
DBMSにおけるデッドロックの説明として，適切なものはどれか。,4,2相ロックにおいて，第1相目でロックを行ってから第2相目でロックを解除するまでの状態のこと,ある資源に対して専有ロックと専有ロックが競合し，片方のトランザクションが待ち状態になること,あるトランザクションがアクセス中の資源に対して，他のトランザクションからアクセスできないようにすること,複数のトランザクションが，互いに相手のロックしている資源を要求して待ち状態となり，実行できなくなること,平成23年秋期 午前問34
同じ属性から成る関係RとSがある。RとSの属性値の一部が一致する場合，関係演算R－(R－S)と同じ結果が得られるものはどれか。ここで，－は差集合，∩は共通集合，∪は和集合，×は直積，÷は商の演算を表す。,1,R∩S,R∩S,R×S,R÷S,平成23年秋期 午前問32
関係データベースの説明として，適切なものはどれか。,4,親レコードと子レコードをポインタで結合する。,タグを用いてデータの構造と意味を表す。,データと手続を一体化(カプセル化)してもつ。,データを2次元の表によって表現する。,平成23年秋期 午前問31
液晶ディスプレイなどの表示装置において，傾いた直線を滑らかに表示する手法はどれか。,1,アンチエイリアシング,テクスチャマッピング,モーフィング,レイトレーシング,平成23年秋期 午前問30
音声のサンプリングを1秒間に11000回行い，サンプリングした値をそれぞれ8ビットのデータとして記録する。このとき，512×10^6バイトの容量をもつフラッシュメモリに記録できる音声の長さは，最大何分か。,3,77,96,775,969,平成23年秋期 午前問29
HTML文書の文字の大きさ，文字の色，行間などの視覚表現の情報を扱う標準仕様はどれか。,2,CMS,CSS,RSS,Wiki,平成23年秋期 午前問27
フラッシュメモリに関する記述として，適切なものはどれか。,4,高速に書換えができ， CPUのキャッシュメモリなどに用いられる。,紫外線で全内容の消去ができる。,周期的にデータの再書込みが必要である。,ブロック単位で電気的に消去できる。,平成23年秋期 午前問25
RFIDの活用事例として，適切なものはどれか。,4,紙に印刷されたディジタルコードをリーダで読み取ることによる情報の入力,携帯電話とヘッドフォンとの間の音声データ通信,赤外線を利用した近距離データ通信,微小な無線チップによる人又は物の識別及び管理,平成23年秋期 午前問24
静的テストツールの機能に分類されるものはどれか。,1,ソースコードを解析して，プログラムの誤りを検出する。,テスト対象モジュールに必要なドライバ又はスタブを生成する。,テストによって実行した経路から網羅度を算出する。,プログラムの特定の経路をテストするためのデータを生成する。,平成23年秋期 午前問23
コンパイラにおける最適化の説明として，適切なものはどれか。,3,オブジェクトコードを生成する代わりに，インタプリタ用の中間コードを生成する。,コンパイルを実施するコンピュータとは異なるアーキテクチャをもったコンピュータで動作するオブジェクトコードを生成する。,プログラムコードを解析して，実行時の処理効率を高めたオブジェクトコードを生成する。,プログラムの実行時に，呼び出されたサブプログラム名やある時点での変数の内容を表示するようなオブジェクトコードを生成する。,平成23年秋期 午前問22
小さいアプリケーションプログラムを意味し，コンパイル済みのオブジェクトコードがサーバに格納されていて，クライアントからの要求によってクライアントへ転送されて実行されるプログラムはどれか。,1,アプレット,サーブレット,スクリプト,スレッド,平成23年秋期 午前問21
MTBFとMTTRに関する記述として，適切なものはどれか。,4,エラーログや命令トレースの機能によって， MTTRは長くなる。,遠隔保守によって，システムのMTBFは短くなり， MTTRは長くなる。,システムを構成する装置の種類が多いほど，システムのMTBFは長くなる。,予防保守によって，システムのMTBFは長くなる。,平成23年秋期 午前問18
信頼性設計におけるフェールソフトの例として，適切なものはどれか。,3,アプリケーションを間違って終了してもデータを失わないように，アプリケーション側の機能で編集中のデータのコピーを常に記憶媒体に保存する。,一部機能の障害によってシステムが停止しないよう，ハードウェアやソフトウェアを十分に検証し，信頼性の高いものだけでシステムを構成する。,クラスタ構成のシステムにおいて，あるサーバが動作しなくなった場合でも，他のサーバでアプリケーションを引き継いで機能を提供する。,電子メールでの返信が必要とされる受付システムの入力画面で，メールアドレスの入力フィールドを二つ設けて，同ーかどうかをチェックする。,平成23年秋期 午前問17
シンクライアントシステムの特徴として，適切なものはどれか。,3,GPSを装備した携帯電話を端末にしたシステムであり，データエントリや表示以外に，利用者の所在地をシステムで把握できる。,業務用のデータを格納したUSBメモリを接続するだけで，必要な業務処理がサーバ側で自動的に起動されるなど，データ利用を中心とした業務システムを簡単に構築することができる。,クライアントに外部記憶装置がないシステムでは，サーバを防御することによって，ウイルスなどの脅威にさらされるリスクを低減することができる。,周辺装置のインタフェースを全てUSBに限定したクライアントを利用することによって，最新の周辺機器がいつでも接続可能となるなど，システムの拡張性に優れている。,平成23年秋期 午前問16
コールドスタンバイシステム，シンプレックスシステム，デュアルシステムを，システムの稼働率の高い順に並べたものはどれか。ここで，各システムを構成するコンピュータは同一であるものとする。,4,コールドスタンバイシステム，シンプレックスシステム，デュアルシステム,コールドスタンバイシステム，デュアルシステム，シンプレックスシステム,シンプレックスシステム，コールドスタンバイシステム，デュアルシステム,デュアルシステム，コールドスタンバイシステム，シンプレックスシステム,平成23年秋期 午前問15
磁気ディスク装置のヘッドが現在シリンダ番号100にあり，待ち行列にシリンダ番号120，90，70，80，140，110，60への入出力要求が並んでいる。次の条件のとき，ヘッドが移動するシリンダの総数は幾らか。     〔条件〕     (1):入出力要求を並べ替えて，できるだけヘッドを一方向に動かし，シリンダ番号順に処理する，シーク最適化方式である。     (2):現在のヘッドの移動方向は，シリンダ番号が増加する方向にある。     (3):現在のヘッドの移動方向のシリンダに入出力要求がなくなったとき，ヘッドの移動方向を変える。     (4):入出力要求の処理順序を変更しても，処理結果に影響はない。     (5):処理中に新たな入出力要求は発生しない。,2,80,120,160,220,平成23年秋期 午前問14
静電容量方式タッチパネルの記述として，適切なものはどれか。,2,タッチすることによって，赤外線ビームが遮られて起こる赤外線反射の変化を捉えて位置を検出する。,タッチパネルの表面に電界が形成され，タッチした部分の表面電荷の変化を捉えて位置を検出する。,抵抗膜に電圧を加え，タッチした部分の抵抗値の変化を捉えて位置を検出する。,マトリックス状に電極スイッチが並んでおり，押された部分の電極で位置を検出する。,平成23年秋期 午前問13
組込みシステムのプログラムを格納するメモリとして，マスクROMを使用するメリットはどれか。,2,紫外線照射で内容を消去することによって，メモリ部品を再利用することができる。,出荷後のプログラムの不正な書換えを防ぐことができる。,製品の量産後にシリアル番号などの個体識別データを書き込むことができる。,動作中に主記憶が不足した場合，補助記憶として使用することができる。,平成23年秋期 午前問12
CPUのプログラムレジスタ(プログラムカウンタ)の役割はどれか。,4,演算を行うために，メモリから読み出したデータを保持する。,条件付き分岐命令を実行するために，演算結果の状態を保持する。,命令のデコードを行うために，メモリから読み出した命令を保持する。,命令を読み出すために，次の命令が格納されたアドレスを保持する。,平成23年秋期 午前問10
XMLに関する記述のうち，適切なものはどれか。,4,HTMLを基にして，その機能を拡張したものである。,XML文書を入力するためには専用のエディタが必要である。,文書の論理構造と表示スタイルを統合したものである。,利用者独自のタグを使って，文書の属性情報や論理構造を定義することができる。,平成23年秋期 午前問8
コンピュータで連立一次方程式の解を求めるのに，式に含まれる未知数の個数の3乗に比例する計算時間が掛かるとする。あるコンピュータで100元連立一次方程式の解を求めるのに2秒掛かったとすると，その4倍の演算速度をもつコンピュータで1000元連立一次方程式の解を求めるときの計算時間は何秒か。,3,5,50,500,5000,平成23年秋期 午前問3
